ID,acceptedTaxonName,taxonRank,taxonomicStatus,vernacularName,taxonomicLevel,lifeStage,metabolicType,movementType,lowestMass,highestMass,meanMass,shortestLength,longestLength,meanLength,sizeMethod,sizeReference
8098,Abatus nimrodi,species,accepted,na,species,na,invertebrate,walking,-999,-999,3.7,-999,-999,-999,na,na
8099,Abatus shackletoni,species,accepted,na,species,na,invertebrate,walking,-999,-999,1.9,-999,-999,-999,na,na
8100,Austrocidaris canaliculata,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.89,-999,-999,-999,na,na
8101,Aporocidaris milleri,species,accepted,na,species,na,invertebrate,walking,-999,-999,2.7,-999,-999,-999,na,na
8102,Ctenocidaris perrieri,species,accepted,na,species,na,invertebrate,walking,-999,-999,15,-999,-999,-999,na,na
8103,Ctenocidaris,genus,accepted,na,genus,na,invertebrate,walking,-999,-999,16,-999,-999,-999,na,na
8104,Baseodiscus antarcticus,species,accepted,na,species,na,invertebrate,walking,-999,-999,5800,-999,-999,-999,na,na
8105,Lineus longifissus,species,accepted,na,species,na,invertebrate,walking,-999,-999,5800,-999,-999,-999,na,na
8106,Parborlasia corrugatus,species,accepted,na,species,na,invertebrate,walking,-999,-999,5800,-999,-999,-999,na,na
8107,Fulmarus glacialoides,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,14000,-999,-999,-999,na,na
8108,Daption capense,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,5500,-999,-999,-999,na,na
8109,Pagodroma nivea,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,4000,-999,-999,-999,na,na
8110,Aphrodroma brevirostris,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,330,-999,-999,-999,na,na
8111,Macronectes halli,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,4100,-999,-999,-999,na,na
8112,Macronectes giganteus,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,4700,-999,-999,-999,na,na
8113,Procellaria aequinoctialis,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,600,-999,-999,-999,na,na
8114,Oceanites oceanicus,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,600,-999,-999,-999,na,na
8115,Sterna vittata,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,420,-999,-999,-999,na,na
8116,Sterna paradisaea,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,380,-999,-999,-999,na,na
8117,Pachyptila desolata,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,170,-999,-999,-999,na,na
8118,Aptenodytes forsteri,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,11000,-999,-999,-999,na,na
8119,Balaenoptera musculus,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,1900000,-999,-999,-999,na,na
8120,Balaenoptera physalus,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,8600000,-999,-999,-999,na,na
8121,Physeter macrocephalus,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,25000000,-999,-999,-999,na,na
8122,Megaptera novaeangliae,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,28000000,-999,-999,-999,na,na
8123,Orcinus orca,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,4000000,-999,-999,-999,na,na
8124,Lagenorhynchus cruciger,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,240000,-999,-999,-999,na,na
8125,Tursiops truncatus,species,accepted,na,species,na,endotherm vertebrate,swimming,-999,-999,2300000,-999,-999,-999,na,na
8126,Conochilus,genus,accepted,na,genus,adults,invertebrate,swimming,-999,-999,1.46e-5,-999,-999,-999,measurement,jonsson et al. (2005)
8127,Acanthina monodon,species,accepted,na,species,adults,invertebrate,walking,-999,-999,8,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8128,Acanthocyclus gayi,species,accepted,na,species,adults,invertebrate,walking,-999,-999,6.01,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8129,Acanthocyclus hassleri,species,accepted,na,species,adults,invertebrate,walking,-999,-999,6.65,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8130,Acanthopleura echinata,species,synonym,na,species,adults,invertebrate,walking,-999,-999,5.1,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8131,Chaetopleura peruviana,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.18,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8132,Chiton cumingii,species,synonym,na,species,adults,invertebrate,walking,-999,-999,8.23,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8133,Chiton granosus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,2.3,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8134,Chiton latus,species,synonym,na,species,adults,invertebrate,walking,-999,-999,0.06,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8135,Lottia orbignyi,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.02,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8136,Concholepas concholepas,species,accepted,na,species,adults,invertebrate,walking,-999,-999,2.3,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8137,Enoplochiton niger,species,accepted,na,species,adults,invertebrate,walking,-999,-999,6,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8138,Fissurella costata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,49.03,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8139,Fissurella crassa,species,accepted,na,species,adults,invertebrate,walking,-999,-999,15.2,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8140,Fissurella cumingi,species,accepted,na,species,adults,invertebrate,walking,-999,-999,18,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8141,Fissurella limbata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,16.45,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8142,Fissurella maxima,species,accepted,na,species,adults,invertebrate,walking,-999,-999,11,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8143,Fissurella picta,species,accepted,na,species,adults,invertebrate,walking,-999,-999,15,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8144,Fissurella,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,15,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8145,Heliaster helianthus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,173.46,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8146,Scurria araucana,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.02,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8147,Scurria ceciliana,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.045,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8148,Scurria plana,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.03,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8149,Scurria scurra,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.27,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8150,Scurria variabilis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.3,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8151,Scurria viridula,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.84,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8152,Scurria zebrina,species,accepted,na,species,adults,invertebrate,walking,-999,-999,2.97,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8153,Siphonaria lessonii,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.018,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8154,Stichaster striatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,8.7,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8155,Tegula atra,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8156,Tonicia,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,6.14,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8157,Tonicia chilensis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,6.14,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8158,Tonicia elegans,species,synonym,na,species,adults,invertebrate,walking,-999,-999,6.14,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8159,anthotoe spp.,NA,NA,na,NA,adults,invertebrate,sessile,-999,-999,10,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8160,Austromegabalanus psittacus,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,0.95,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8161,Balanus laevis,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,0.05,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8162,Brachidontes granulatus,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,0.08,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8163,Bunodactis,genus,accepted,na,genus,adults,invertebrate,sessile,-999,-999,12,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8164,isolauctis spp.,NA,NA,na,NA,adults,invertebrate,sessile,-999,-999,11,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8165,Jehlius cirratus,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,0.05,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8166,Notobalanus flosculus,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,0.05,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8167,Notochthamalus scabrosus,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,0.05,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8168,Parantheopsis,genus,accepted,na,genus,adults,invertebrate,sessile,-999,-999,10,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8169,Perumytilus purpuratus,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,2.52,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8170,Phragmatopoma,genus,accepted,na,genus,adults,invertebrate,sessile,-999,-999,2.5,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8171,Phymactis clematis,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,11.91,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8172,Pyura chilensis,species,accepted,na,species,adults,invertebrate,sessile,-999,-999,2.91,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8173,Semimytilus algosus,species,synonym,na,species,adults,invertebrate,sessile,-999,-999,0.04,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8174,Larus dominicanus,species,accepted,na,species,adults,endotherm vertebrate,walking,-999,-999,500,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8175,Cinclodes,genus,accepted,na,genus,adults,endotherm vertebrate,walking,-999,-999,280,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8176,Nodilittorina peruviana,species,synonym,na,species,adults,invertebrate,walking,-999,-999,0.0129,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8177,Onchidella,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,0.0077,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8178,Petrolisthes punctatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,-999,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8179,Petrolisthes spinifrons,species,accepted,na,species,adults,invertebrate,walking,-999,-999,-999,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8180,Petrolisthes angulosus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,-999,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8181,Trimusculus peruvianus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,-999,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8182,Austrolittorina araucana,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.0068,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8183,Petrolisthes tuberculatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,-999,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8184,Petrolisthes tuberculosus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,-999,-999,-999,-999,measurement,sergio navarrete & evie wieters unpublished
8185,Chthamalus fragilis,species,accepted,barnacle,species,adults,invertebrate,sessile,-999,-999,0.005047659,-999,-999,1,na,na
8186,Malaclemys terrapin,species,accepted,diamondback terrapin,species,adults,ectotherm vertebrate,swimming,-999,-999,454,-999,-999,15,na,na
8187,Retusa,genus,accepted,gastropoda,genus,adults,invertebrate,walking,-999,-999,4.02758e-4,-999,-999,0.3,na,na
8188,Syncleithrium fusiformis,species,synonym,monogenean fish-gill,species,adults,invertebrate,sessile,-999,-999,9.35e-6,-999,-999,0.05,na,na
8189,Phoronis psammophila,species,accepted,phoronida,species,adults,invertebrate,sessile,-999,-999,2.446090658,-999,-999,19,na,na
8190,Peloscolex gabriellae,species,synonym,oligochaete,species,adults,invertebrate,walking,-999,-999,4.68e-5,-999,-999,0.25,na,na
8191,Cucumaria pulcherrima,species,synonym,pale sea cucumber,species,adults,invertebrate,walking,-999,-999,0.092771797,-999,-999,4,na,na
8192,Tursiops truncatus,species,accepted,atlantic bottlenose dolphin,species,adults,endotherm vertebrate,swimming,-999,-999,200000,-999,-999,360,na,na
8193,Aluterus schoepfii,species,accepted,orange filefish,species,adults,ectotherm vertebrate,swimming,-999,-999,527.6043333,-999,-999,40,na,na
8194,Caranx crysos,species,accepted,bluestripe jack,species,adults,ectotherm vertebrate,swimming,-999,-999,219.5850859,-999,-999,24,na,na
8195,Caranx hippos,species,accepted,common jack,species,adults,ectotherm vertebrate,swimming,-999,-999,6985.98,-999,-999,75,na,na
8196,Carcharhinus obscurus,species,accepted,dusky shark,species,adults,ectotherm vertebrate,swimming,-999,-999,62943.79939,-999,-999,200,na,na
8197,Carpiodes cyprinus,species,accepted,quillback,species,adults,ectotherm vertebrate,swimming,-999,-999,1879.010519,-999,-999,52.1,na,na
8198,Centrarchus macropterus,species,accepted,flier,species,adults,ectotherm vertebrate,swimming,-999,-999,62.50465,-999,-999,13,na,na
8199,Chaetodipterus faber,species,accepted,atlantic spadefish,species,adults,ectotherm vertebrate,swimming,-999,-999,1847.310945,-999,-999,40,na,na
8200,Cyprinella analostana,species,accepted,satinfin shiner,species,adults,ectotherm vertebrate,swimming,-999,-999,4.952854427,-999,-999,7,na,na
8201,Dorosoma petenense,species,accepted,threadfin shad,species,adults,ectotherm vertebrate,swimming,-999,-999,99.42,-999,-999,23,na,na
8202,Elops saurus,species,accepted,ladyfish,species,adults,ectotherm vertebrate,swimming,-999,-999,1552.69,-999,-999,60,na,na
8203,Enneacanthus gloriosus,species,accepted,bluespotted sunfish,species,adults,ectotherm vertebrate,swimming,-999,-999,12.70707566,-999,-999,7.3,na,na
8204,Erimyzon oblongus,species,accepted,creek chubsucker,species,adults,ectotherm vertebrate,swimming,-999,-999,75.76,-999,-999,14.5,na,na
8205,Fistularia tabacaria,species,accepted,cornetfish,species,adults,ectotherm vertebrate,swimming,-999,-999,486.4871785,-999,-999,82.5,na,na
8206,Fundulus diaphanus,species,accepted,banded killfish,species,adults,ectotherm vertebrate,swimming,-999,-999,8.701839673,-999,-999,6.3,na,na
8207,Fundulus heteroclitus,species,accepted,mummichog,species,adults,ectotherm vertebrate,swimming,-999,-999,45.0963489,-999,-999,11.95,na,na
8208,Lepomis auritus,species,accepted,redbreast sunfish,species,adults,ectotherm vertebrate,swimming,-999,-999,34.77001811,-999,-999,10.8,na,na
8209,Lophius americanus,species,accepted,american anglerfish,species,adults,ectotherm vertebrate,swimming,-999,-999,13986.88,-999,-999,90,na,na
8210,Luxilus cornutus,species,accepted,common shiner,species,adults,ectotherm vertebrate,swimming,-999,-999,15.6216271,-999,-999,8.3,na,na
8211,Membras martinica,species,accepted,rough silverside,species,adults,ectotherm vertebrate,swimming,-999,-999,7.676346655,-999,-999,6,na,na
8212,Menidia beryllina,species,accepted,inland silverside,species,adults,ectotherm vertebrate,swimming,-999,-999,9.737600417,-999,-999,7.8,na,na
8213,Pseudopleuronectes americanus,species,accepted,winter flounder,species,adults,ectotherm vertebrate,swimming,-999,-999,575.1,-999,-999,30,na,na
8214,Semotilus corporalis,species,accepted,fallfish,species,adults,ectotherm vertebrate,swimming,-999,-999,417.5965404,-999,-999,30,na,na
8215,Squatina dumeril,species,accepted,sand devil,species,adults,ectotherm vertebrate,swimming,-999,-999,5000,-999,-999,100,na,na
8216,Trachinotus falcatus,species,accepted,permit,species,adults,ectotherm vertebrate,swimming,-999,-999,15348.82944,-999,-999,95,na,na
8217,Esox lucius,species,accepted,northern pike,species,adults,ectotherm vertebrate,swimming,-999,-999,538.87,-999,-999,44,na,na
8218,Esox masquinongy,species,accepted,muskellunge,species,adults,ectotherm vertebrate,swimming,-999,-999,6929.01,-999,-999,95,na,na
8219,Eubosmina,genus,accepted,cladocera,genus,adults,invertebrate,swimming,-999,-999,1.37e-5,-999,-999,0.06,na,na
8220,Melanitta perspicillata,species,accepted,surf scoter,species,adults,endotherm vertebrate,swimming,-999,-999,1440.766138,-999,-999,46,na,na
8221,Sclerodactyla briareus,species,accepted,hairy sea cucumber,species,adults,invertebrate,walking,-999,-999,36.44895371,-999,-999,11,na,na
8222,Cancer borealis,species,accepted,jonah crab,species,adults,invertebrate,walking,-999,-999,200,-999,-999,13.5,na,na
8223,fish larvae,NA,NA,fish larvae,NA,larvae,ectotherm vertebrate,swimming,-999,-999,0.001177408,-999,-999,0.5,na,na
8224,Sagitta enflata,species,synonym,chaetognatha,species,adults,invertebrate,swimming,-999,-999,0.034575145,-999,-999,2.5,na,na
8225,Membranipora,genus,accepted,bryozoa,genus,adults,invertebrate,sessile,-999,-999,80,-999,-999,100,na,na
8226,Cura foremanii,species,accepted,plathelminthes,species,adults,invertebrate,swimming,-999,-999,7.36913e-4,-999,-999,0.4,na,na
8227,Dugesia tigrina,species,synonym,plathelminthes,species,adults,invertebrate,swimming,-999,-999,0.017344518,-999,-999,1.8,na,na
8228,Euplana gracilis,species,accepted,slender flatworm,species,adults,invertebrate,swimming,-999,-999,0.001726663,-999,-999,0.6,na,na
8229,Paravortex genellipara,species,synonym,flatworm,species,adults,invertebrate,swimming,-999,-999,-999,-999,-999,-999,na,na
8230,Stylochus ellipticus,species,accepted,oyster flatworm,species,adults,invertebrate,walking,-999,-999,7.36913e-4,-999,-999,0.4,na,na
8231,Urolophus halleri,species,accepted,haller's round ray,species,adults,ectotherm vertebrate,swimming,-999,-999,467.2,-999,-999,-999,na,na
8232,Baylisascaris procyonis,species,accepted,baylisascaris procyonis,species,adults,invertebrate,other,-999,-999,5.4,-999,-999,-999,na,na
8233,Argulus,genus,accepted,argulus,genus,adults,invertebrate,swimming,-999,-999,2.64e-4,-999,-999,-999,na,na
8234,Aedes taeniorhynchus,species,accepted,black salt marsh mosquito,species,adults,invertebrate,flying,-999,-999,0.0025,-999,-999,-999,na,na
8235,Mesostephanus appendiculatus,species,accepted,mesostephanus appendiculatus,species,adults,invertebrate,other,-999,-999,5.2e-5,-999,-999,-999,na,na
8236,Parvatrema,genus,accepted,parvatrema sp.,genus,adults,invertebrate,other,-999,-999,3e-6,-999,-999,-999,na,na
8237,Glossiphoniidae,family,accepted,glossiphoniidae,family,adults,invertebrate,swimming,-999,-999,-999,-999,-999,-999,na,na
8238,unk c,NA,NA,unk c,NA,adults,invertebrate,other,-999,-999,-999,-999,-999,-999,na,na
8239,tetraphyllidean larva,NA,NA,tetraphyllidean larva,NA,adults,invertebrate,other,-999,-999,-999,-999,-999,-999,na,na
8240,tetraphyllidean-fish,NA,NA,tetraphyllidean-fish,NA,adults,invertebrate,other,-999,-999,-999,-999,-999,-999,na,na
8241,trypanorhynch-fish,NA,NA,trypanorhynch-fish,NA,adults,invertebrate,other,-999,-999,-999,-999,-999,-999,na,na
8242,trypanorhynch-grapsid,NA,NA,trypanorhynch-grapsid,NA,adults,invertebrate,other,-999,-999,-999,-999,-999,-999,na,na
8243,cystacanth-fish musc,NA,NA,cystacanth-fish musc,NA,adults,invertebrate,other,-999,-999,-999,-999,-999,-999,na,na
8244,Chaetopteryx villosa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.006197168,-999,-999,-999,na,na
8245,Diura bicaudata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.70816e-4,-999,-999,-999,na,na
8246,Amphinemura sulcicollis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.47488e-4,-999,-999,-999,regression,layer et al. (2010)
8247,Brachyptera risi,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.00144581,-999,-999,-999,regression,layer et al. (2010)
8248,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,9.22e-5,-999,-999,-999,regression,layer et al. (2010)
8249,Chloroperla tripunctata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,7.6338e-4,-999,-999,-999,regression,layer et al. (2010)
8250,Isoperla grammatica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,7.52939e-4,-999,-999,-999,regression,layer et al. (2010)
8251,Leuctra inermis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.91137e-4,-999,-999,-999,regression,layer et al. (2010)
8252,Limnius volckmari,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,5.00147e-4,-999,-999,-999,regression,layer et al. (2010)
8253,Protonemura meyeri,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,6.70522e-4,-999,-999,-999,regression,layer et al. (2010)
8254,Simuliidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,2.73e-5,-999,-999,-999,regression,layer et al. (2010)
8255,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,6.83142e-4,-999,-999,-999,regression,layer et al. (2010)
8256,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.31553e-4,-999,-999,-999,regression,layer et al. (2010)
8257,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,1.404279221,-999,-999,-999,regression,layer et al. (2010)
8258,Amphinemura sulcicollis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.96704e-4,-999,-999,-999,regression,layer et al. (2010)
8259,Baetis rhodani,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.75459e-4,-999,-999,-999,regression,layer et al. (2010)
8260,Brachyptera risi,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001010928,-999,-999,-999,regression,layer et al. (2010)
8261,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.98873e-4,-999,-999,-999,regression,layer et al. (2010)
8262,Chloroperla tripunctata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,6.87382e-4,-999,-999,-999,regression,layer et al. (2010)
8263,Dicranota,genus,accepted,na,genus,larvae,invertebrate,walking,-999,-999,2.01096e-4,-999,-999,-999,regression,layer et al. (2010)
8264,Ecdyonurus dispar,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001302807,-999,-999,-999,regression,layer et al. (2010)
8265,Elmis aenea,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.97488e-4,-999,-999,-999,regression,layer et al. (2010)
8266,Empididae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,4.31e-5,-999,-999,-999,regression,layer et al. (2010)
8267,Hydracarina,genus,doubtful,na,genus,adults,invertebrate,walking,-999,-999,7.38e-5,-999,-999,-999,regression,layer et al. (2010)
8268,Isoperla grammatica,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,9.55652e-4,-999,-999,-999,regression,layer et al. (2010)
8269,Leuctra hippopus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.36861e-4,-999,-999,-999,regression,layer et al. (2010)
8270,Leuctra inermis,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.97568e-4,-999,-999,-999,regression,layer et al. (2010)
8271,Limnius volckmari,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,4.42235e-4,-999,-999,-999,regression,layer et al. (2010)
8272,Oreodytes sanmarkii,species,synonym,na,species,larvae,invertebrate,walking,-999,-999,5.1897e-4,-999,-999,-999,regression,layer et al. (2010)
8273,Plectrocnemia geniculata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002374558,-999,-999,-999,regression,layer et al. (2010)
8274,Protonemura meyeri,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,7.73298e-4,-999,-999,-999,regression,layer et al. (2010)
8275,Rhithrogena semicolorata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001085472,-999,-999,-999,regression,layer et al. (2010)
8276,Rhyacophila fasciata,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,6.4708e-4,-999,-999,-999,regression,layer et al. (2010)
8277,Simuliidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,4.85135e-4,-999,-999,-999,regression,layer et al. (2010)
8278,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,7.86146e-4,-999,-999,-999,regression,layer et al. (2010)
8279,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,4.34495e-4,-999,-999,-999,regression,layer et al. (2010)
8280,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,5.838570413,-999,-999,-999,regression,layer et al. (2010)
8281,Ceratopogonidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,8.61e-5,-999,-999,-999,regression,layer et al. (2010)
8282,Chironomidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,9.74e-5,-999,-999,-999,regression,layer et al. (2010)
8283,Cordulegaster boltonii,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002801972,-999,-999,-999,regression,layer et al. (2010)
8284,Halesus radiatus,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001650069,-999,-999,-999,regression,layer et al. (2010)
8285,Leuctra nigra,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,1.41555e-4,-999,-999,-999,regression,layer et al. (2010)
8286,Limnius volckmari,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,3.36527e-4,-999,-999,-999,regression,layer et al. (2010)
8287,Nemurella pictetii,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,5.56481e-4,-999,-999,-999,regression,layer et al. (2010)
8288,Pisidium,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,1.01819e-4,-999,-999,-999,regression,layer et al. (2010)
8289,Plectrocnemia conspersa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.001267893,-999,-999,-999,regression,layer et al. (2010)
8290,Sialis fuliginosa,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,0.002409656,-999,-999,-999,regression,layer et al. (2010)
8291,Simuliidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,1.47991e-4,-999,-999,-999,regression,layer et al. (2010)
8292,Siphonoperla torrentium,species,accepted,na,species,larvae,invertebrate,walking,-999,-999,2.91411e-4,-999,-999,-999,regression,layer et al. (2010)
8293,tanypodinae,NA,NA,na,NA,larvae,invertebrate,walking,-999,-999,6.48596e-4,-999,-999,-999,regression,layer et al. (2010)
8294,Tipulidae,family,accepted,na,family,larvae,invertebrate,walking,-999,-999,4.60215e-4,-999,-999,-999,regression,layer et al. (2010)
8295,Salmo trutta,species,accepted,na,species,adults,ectotherm vertebrate,swimming,-999,-999,1.200421454,-999,-999,-999,regression,layer et al. (2010)
